otu	coef	p	effect	p.adjust	class	order	family	genus
4365618	-1.14084505140813	0.000222880835136789	as.factor(host.env)Host	0.00208996455243022	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfosarcina
4450334	-1.52158702208859	9.61501035347898e-05	as.factor(host.env)Host	0.00109995718443799	Planctomycetia	Pirellulales	Pirellulaceae	NA
817600	-2.66187199961558	1.34883338309164e-05	as.factor(host.env)Host	0.000241103967227631	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera
4436883	-2.81987976553734	0.00645495273041746	as.factor(host.env)Host	0.0286219609441766	Planctomycetia	Pirellulales	Pirellulaceae	NA
554911	-1.52513065445166	0.00107887833600491	as.factor(host.env)Host	0.00771398010243552	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	NA
560245	-1.52605630349419	0.00262390988320169	as.factor(host.env)Host	0.0140268827401064	Gammaproteobacteria	Alteromonadales	OM60	NA
750679	-1.38629429682367	2.37005976720655e-05	as.factor(host.env)Host	0.000347608765856961	Gammaproteobacteria	Thiohalorhabdales	NA	NA
792011	-2.68155853800579	0.00985709629301595	as.factor(host.env)Host	0.0376480336774537	Deltaproteobacteria	Myxococcales	NA	NA
580957	-2.1000608211167	0.000756105057078075	as.factor(host.env)Host	0.00617845846640942	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
345757	-0.897941576228032	0.00663520110770136	as.factor(host.env)Host	0.029194884873886	Planctomycetia	Pirellulales	Pirellulaceae	NA
557211	-3.59517904132407	0.000434137233112787	as.factor(host.env)Host	0.00365186025500756	Synechococcophycideae	Synechococcales	Synechococcaceae	Synechococcus
557216	-2.68155853800581	0.00985709629301501	as.factor(host.env)Host	0.0376480336774537	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
570731	-0.762481873798333	0.0144275805644009	as.factor(host.env)Host	0.0488318111410493	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
213080	-2.41150092485353	0.00125879644337867	as.factor(host.env)Host	0.00851844492661561	Alphaproteobacteria	Rickettsiales	NA	NA
