Estimate	Std..Error	z.value	p	otu	effect	p.adjust	class	order	family	genus	sp
0.436278861885246	0.119487456102133	3.65125240855686	0.000260964605797723	212229	Leaf	0.00253596193398728	[Chloracidobacteria]	[Chloracidobacterales]	[Chloracidobacteraceae]	Candidatus Chloracidobacterium	NA
1.73963311956415	0.487315780570001	3.56982718172874	0.000357216810741875	44289	Leaf	0.00329370514239392	[Saprospirae]	[Saprospirales]	Saprospiraceae	Lewinella	NA
1.21743329553723	0.339096516106986	3.59022649219175	0.000330390750231881	566103	Leaf	0.00307459999536686	[Saprospirae]	[Saprospirales]	Saprospiraceae	Lewinella	persicus
0.849129897897701	0.249482331876008	3.40356726471403	0.000665120344565792	966794	Leaf	0.00543446791378828	[Saprospirae]	[Saprospirales]	Saprospiraceae	Lewinella	cohaerens
1.49863374793491	0.468233677725856	3.20061076173239	0.0013713665003549	259026	Leaf	0.00951223565536585	[Saprospirae]	[Saprospirales]	Saprospiraceae	Lewinella	persicus
1.05082283988974	0.284747084720751	3.69037260177844	0.000223925814684029	4266741	Leaf	0.00225106762185405	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
1.00905625598125	0.241272581953663	4.18222513229886	2.88669909088392e-05	4351545	Leaf	0.000427059125206588	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
5.64842780951009	1.0050398069826	5.62010357228353	1.90843015250191e-08	714004	Leaf	7.53639827553743e-07	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
1.54445915991389	0.398761225519198	3.87314277586282	0.000107440842541473	4301923	Leaf	0.00124848022423339	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
1.27264936935173	0.352370933616933	3.61167522045176	0.000304225423711959	242559	Leaf	0.0028742978536281	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
2.52689659618656	0.468435289777383	5.39433439651275	6.87780260186755e-08	681312	Leaf	2.28002606654552e-06	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
0.512838262097623	0.146378787771218	3.50350122381912	0.000459184545530399	202817	Leaf	0.00402070425379621	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
1.30121960764985	0.303625700804006	4.28560429569763	1.82243123824996e-05	150023	Leaf	0.000286274777076603	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
0.520316226322012	0.1305863920954	3.98445977389354	6.76338123066748e-05	989870	Leaf	0.000870631620238651	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
1.31471551490197	0.258797837380112	5.08008694435482	3.77262166467764e-07	4385909	Leaf	1.0301439652971e-05	Acidimicrobiia	Acidimicrobiales	JdFBGBact	NA	NA
0.529167664831046	0.139903564510602	3.7823744282866	0.000155339462086434	1118618	Leaf	0.00168275928765107	Alphaproteobacteria	BD7-3	NA	NA	NA
6.35816828080969	1.28659384313338	4.94186126783024	7.73802712965451e-07	185015	Leaf	1.90794340569989e-05	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	NA	NA
0.718583333476553	0.18538824735767	3.87609971893305	0.00010614419760012	1110665	Leaf	0.00123711208403869	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	NA	NA
5.74015780131964	1.28548148697665	4.46537570511421	7.99283648607207e-06	118311	Leaf	0.000142398911589252	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	NA	NA
0.465009175200168	0.133416190229566	3.48540289150844	0.000491396548082589	1107701	Leaf	0.0042613495928212	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
0.656219441959456	0.196172574065212	3.34511307243852	0.000822490314929868	855733	Leaf	0.00642155739242846	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
0.430377823956828	0.110773808189155	3.88519480364819	0.000102247868212605	4333237	Leaf	0.00120365899017024	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	NA	NA
0.585477098559538	0.171049497574055	3.42285190464274	0.000619678287965529	951205	Leaf	0.00512582234577424	Alphaproteobacteria	Rickettsiales	mitochondria	NA	NA
0.992229499834444	0.269826108436425	3.67729240726247	0.000235722773774043	254127	Leaf	0.00234351467768136	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
1.23358573484659	0.316163721042405	3.90173082091586	9.55073300427742e-05	564309	Leaf	0.00114192877062382	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA	NA
0.386769839364333	0.109066114948931	3.54619617234402	0.000390835140666977	4373252	Leaf	0.00354433477977226	Anaerolineae	DRC31	NA	NA	NA
0.406536938776429	0.118864288853548	3.42017726852612	0.000625803414558859	241991	Leaf	0.00516483217744164	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
