"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","S-Adenosyl-L-methionine","L-Methionine"
"8","S-Adenosyl-L-methionine","H+"
"9","S-Adenosyl-L-methionine","BIOT"
"10","S-Adenosyl-L-methionine","5'-Deoxyadenosine"
"11","S","L-Methionine"
"12","S","H+"
"13","S","BIOT"
"14","S","5'-Deoxyadenosine"
"15","Dethiobiotin","L-Methionine"
"16","Dethiobiotin","H+"
"17","Dethiobiotin","BIOT"
"18","Dethiobiotin","5'-Deoxyadenosine"
"19","Acetyl-CoA","CoA"
"20","Acetyl-CoA","O-Acetyl-L-serine"
"21","L-Serine","CoA"
"22","L-Serine","O-Acetyl-L-serine"
"23","H+","Fumarate"
"24","H+","Fumarate"
"25","Fumarate","H+"
"26","Fumarate","H+"
"27","H2O","H+"
"28","H2O","Methylenediurea"
"29","H2O","CO2"
"30","H2O","NH3"
"31","H2O","N-(Hydroxymethyl)urea"
"32","H+","H2O"
"33","H+","Methylenediurea"
"34","H+","CO2"
"35","H+","NH3"
"36","H+","N-(Hydroxymethyl)urea"
"37","Methylenediurea","H2O"
"38","Methylenediurea","H+"
"39","Methylenediurea","CO2"
"40","Methylenediurea","NH3"
"41","Methylenediurea","N-(Hydroxymethyl)urea"
"42","CO2","H2O"
"43","CO2","H+"
"44","CO2","Methylenediurea"
"45","CO2","NH3"
"46","CO2","N-(Hydroxymethyl)urea"
"47","NH3","H2O"
"48","NH3","H+"
"49","NH3","Methylenediurea"
"50","NH3","CO2"
"51","NH3","N-(Hydroxymethyl)urea"
"52","N-(Hydroxymethyl)urea","H2O"
"53","N-(Hydroxymethyl)urea","H+"
"54","N-(Hydroxymethyl)urea","Methylenediurea"
"55","N-(Hydroxymethyl)urea","CO2"
"56","N-(Hydroxymethyl)urea","NH3"
"57","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"58","UDP-N-acetylglucosamine","UDP"
"59","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"60","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"61","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"62","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"63","UDP","UDP-N-acetylglucosamine"
"64","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"65","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"66","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"67","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"68","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"69","H2O","Pyruvate"
"70","H2O","2,3-Dihydroxy-2,3-dihydrobenzoate"
"71","Isochorismate","Pyruvate"
"72","Isochorismate","2,3-Dihydroxy-2,3-dihydrobenzoate"
"73","ATP","PPi"
"74","ATP","AMP"
"75","ATP","fa6coa"
"76","CoA","PPi"
"77","CoA","AMP"
"78","CoA","fa6coa"
"79","fa6","PPi"
"80","fa6","AMP"
"81","fa6","fa6coa"
"82","NADH","NAD"
"83","NADH","7-methyl-octanoyl-ACP"
"84","H+","NAD"
"85","H+","7-methyl-octanoyl-ACP"
"86","7-methyl-trans-oct-2-enoyl-ACP","NAD"
"87","7-methyl-trans-oct-2-enoyl-ACP","7-methyl-octanoyl-ACP"
"88","FAD","H+"
"89","FAD","L-Malate"
"90","FAD","Oxaloacetate"
"91","FAD","FADH2"
"92","H+","FAD"
"93","H+","L-Malate"
"94","H+","Oxaloacetate"
"95","H+","FADH2"
"96","L-Malate","FAD"
"97","L-Malate","H+"
"98","L-Malate","Oxaloacetate"
"99","L-Malate","FADH2"
"100","Oxaloacetate","FAD"
"101","Oxaloacetate","H+"
"102","Oxaloacetate","L-Malate"
"103","Oxaloacetate","FADH2"
"104","FADH2","FAD"
"105","FADH2","H+"
"106","FADH2","L-Malate"
"107","FADH2","Oxaloacetate"
"108","ATP","dCDP"
"109","ATP","ADP"
"110","ATP","dCTP"
"111","dCDP","ATP"
"112","dCDP","ADP"
"113","dCDP","dCTP"
"114","ADP","ATP"
"115","ADP","dCDP"
"116","ADP","dCTP"
"117","dCTP","ATP"
"118","dCTP","dCDP"
"119","dCTP","ADP"
"120","ATP","ADP"
"121","ATP","CO2"
"122","ATP","Phosphoenolpyruvate"
"123","Oxaloacetate","ADP"
"124","Oxaloacetate","CO2"
"125","Oxaloacetate","Phosphoenolpyruvate"
"126","Lipoamide","2-Hydroxyethyl-ThPP"
"127","Lipoamide","TPP"
