"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","ATP","PPi"
"8","ATP","AMP"
"9","ATP","fa6coa"
"10","CoA","PPi"
"11","CoA","AMP"
"12","CoA","fa6coa"
"13","fa6","PPi"
"14","fa6","AMP"
"15","fa6","fa6coa"
"16","ATP","ADP"
"17","ATP","Phosphate"
"18","ATP","H+"
"19","ATP","gamma-Glutamylcysteine"
"20","L-Glutamate","ADP"
"21","L-Glutamate","Phosphate"
"22","L-Glutamate","H+"
"23","L-Glutamate","gamma-Glutamylcysteine"
"24","L-Cysteine","ADP"
"25","L-Cysteine","Phosphate"
"26","L-Cysteine","H+"
"27","L-Cysteine","gamma-Glutamylcysteine"
"28","Lipoamide","2-Hydroxyethyl-ThPP"
"29","Lipoamide","TPP"
"30","Lipoamide","S-Acetyldihydrolipoamide"
"31","2-Hydroxyethyl-ThPP","Lipoamide"
"32","2-Hydroxyethyl-ThPP","TPP"
"33","2-Hydroxyethyl-ThPP","S-Acetyldihydrolipoamide"
"34","TPP","Lipoamide"
"35","TPP","2-Hydroxyethyl-ThPP"
"36","TPP","S-Acetyldihydrolipoamide"
"37","S-Acetyldihydrolipoamide","Lipoamide"
"38","S-Acetyldihydrolipoamide","2-Hydroxyethyl-ThPP"
"39","S-Acetyldihydrolipoamide","TPP"
"40","GDP-mannose","H2O"
"41","GDP-mannose","GDP-4-dehydro-D-rhamnose"
"42","Citrate","Isocitrate"
"43","Isocitrate","Citrate"
"44","dTDP-4-oxo-6-deoxy-D-glucose","dTDP-4-oxo-L-rhamnose"
"45","dTDP-4-oxo-L-rhamnose","dTDP-4-oxo-6-deoxy-D-glucose"
"46","Malonyl-acyl-carrierprotein-","CO2"
"47","Malonyl-acyl-carrierprotein-","ACP"
"48","Malonyl-acyl-carrierprotein-","9-methyl-3-oxo-decanoyl-ACP"
"49","7-methyl-octanoyl-ACP","CO2"
"50","7-methyl-octanoyl-ACP","ACP"
"51","7-methyl-octanoyl-ACP","9-methyl-3-oxo-decanoyl-ACP"
"52","1-deoxy-D-xylulose5-phosphate","H2O"
"53","1-deoxy-D-xylulose5-phosphate","Phosphate"
"54","1-deoxy-D-xylulose5-phosphate","H+"
"55","1-deoxy-D-xylulose5-phosphate","Pyridoxine phosphate"
"56","3-Amino-2-oxopropyl phosphate","H2O"
"57","3-Amino-2-oxopropyl phosphate","Phosphate"
"58","3-Amino-2-oxopropyl phosphate","H+"
"59","3-Amino-2-oxopropyl phosphate","Pyridoxine phosphate"
"60","H2O","gly-asp-L"
"61","H2O","Glycine"
"62","H2O","L-Aspartate"
"63","gly-asp-L","H2O"
"64","gly-asp-L","Glycine"
"65","gly-asp-L","L-Aspartate"
"66","Glycine","H2O"
"67","Glycine","gly-asp-L"
"68","Glycine","L-Aspartate"
"69","L-Aspartate","H2O"
"70","L-Aspartate","gly-asp-L"
"71","L-Aspartate","Glycine"
"72","Pyruvate","Malonyl-CoA"
"73","Pyruvate","Acetyl-CoA"
"74","Pyruvate","Oxaloacetate"
"75","Malonyl-CoA","Pyruvate"
"76","Malonyl-CoA","Acetyl-CoA"
"77","Malonyl-CoA","Oxaloacetate"
"78","Acetyl-CoA","Pyruvate"
"79","Acetyl-CoA","Malonyl-CoA"
"80","Acetyl-CoA","Oxaloacetate"
"81","Oxaloacetate","Pyruvate"
"82","Oxaloacetate","Malonyl-CoA"
"83","Oxaloacetate","Acetyl-CoA"
"84","Adenylosuccinate","AMP"
"85","Adenylosuccinate","Fumarate"
"86","AMP","Adenylosuccinate"
"87","AMP","Fumarate"
"88","Fumarate","Adenylosuccinate"
"89","Fumarate","AMP"
"90","H2O","NAD"
"91","H2O","UDP-glucose"
"92","H2O","NADH"
"93","H2O","H+"
"94","H2O","UDPglucuronate"
"95","NAD","H2O"
"96","NAD","UDP-glucose"
"97","NAD","NADH"
"98","NAD","H+"
"99","NAD","UDPglucuronate"
"100","UDP-glucose","H2O"
"101","UDP-glucose","NAD"
"102","UDP-glucose","NADH"
"103","UDP-glucose","H+"
"104","UDP-glucose","UDPglucuronate"
"105","NADH","H2O"
"106","NADH","NAD"
"107","NADH","UDP-glucose"
"108","NADH","H+"
"109","NADH","UDPglucuronate"
"110","H+","H2O"
"111","H+","NAD"
"112","H+","UDP-glucose"
"113","H+","NADH"
"114","H+","UDPglucuronate"
"115","UDPglucuronate","H2O"
"116","UDPglucuronate","NAD"
"117","UDPglucuronate","UDP-glucose"
"118","UDPglucuronate","NADH"
"119","UDPglucuronate","H+"
"120","Malonyl-CoA","Anthranilate"
"121","Malonyl-CoA","CoA"
"122","Malonyl-CoA","N-Malonylanthranilate"
"123","Anthranilate","Malonyl-CoA"
"124","Anthranilate","CoA"
"125","Anthranilate","N-Malonylanthranilate"
"126","CoA","Malonyl-CoA"
"127","CoA","Anthranilate"
"128","CoA","N-Malonylanthranilate"
"129","N-Malonylanthranilate","Malonyl-CoA"
"130","N-Malonylanthranilate","Anthranilate"
"131","N-Malonylanthranilate","CoA"
"132","Acetyl-CoA","CoA"
"133","Acetyl-CoA","H+"
"134","Acetyl-CoA","N-Acetyl-L-glutamate"
"135","L-Glutamate","CoA"
"136","L-Glutamate","H+"
"137","L-Glutamate","N-Acetyl-L-glutamate"
"138","Malonyl-acyl-carrierprotein-","CO2"
"139","Malonyl-acyl-carrierprotein-","ACP"
"140","Malonyl-acyl-carrierprotein-","8-methyl-3-oxo-decanoyl-ACP"
"141","6-methyl-octanoyl-ACP","CO2"
"142","6-methyl-octanoyl-ACP","ACP"
"143","6-methyl-octanoyl-ACP","8-methyl-3-oxo-decanoyl-ACP"
"144","NAD","CoA"
"145","NAD","3-Oxopropanoate"
"146","NAD","NADH"
"147","NAD","CO2"
"148","NAD","Acetyl-CoA"
"149","CoA","NAD"
