"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","S-Adenosyl-L-methionine","L-Methionine"
"8","S-Adenosyl-L-methionine","H+"
"9","S-Adenosyl-L-methionine","BIOT"
"10","S-Adenosyl-L-methionine","5'-Deoxyadenosine"
"11","S","L-Methionine"
"12","S","H+"
"13","S","BIOT"
"14","S","5'-Deoxyadenosine"
"15","Dethiobiotin","L-Methionine"
"16","Dethiobiotin","H+"
"17","Dethiobiotin","BIOT"
"18","Dethiobiotin","5'-Deoxyadenosine"
"19","Acetyl-CoA","CoA"
"20","Acetyl-CoA","O-Acetyl-L-serine"
"21","L-Serine","CoA"
"22","L-Serine","O-Acetyl-L-serine"
"23","H+","Fumarate"
"24","H+","Fumarate"
"25","Fumarate","H+"
"26","Fumarate","H+"
"27","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"28","UDP-N-acetylglucosamine","UDP"
"29","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"30","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"31","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"32","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"33","UDP","UDP-N-acetylglucosamine"
"34","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"35","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"36","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"37","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"38","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"39","H2O","Pyruvate"
"40","H2O","2,3-Dihydroxy-2,3-dihydrobenzoate"
"41","Isochorismate","Pyruvate"
"42","Isochorismate","2,3-Dihydroxy-2,3-dihydrobenzoate"
"43","ATP","PPi"
"44","ATP","AMP"
"45","ATP","fa6coa"
"46","CoA","PPi"
"47","CoA","AMP"
"48","CoA","fa6coa"
"49","fa6","PPi"
"50","fa6","AMP"
"51","fa6","fa6coa"
"52","NADH","NAD"
"53","NADH","7-methyl-octanoyl-ACP"
"54","H+","NAD"
"55","H+","7-methyl-octanoyl-ACP"
"56","7-methyl-trans-oct-2-enoyl-ACP","NAD"
"57","7-methyl-trans-oct-2-enoyl-ACP","7-methyl-octanoyl-ACP"
"58","FAD","H+"
"59","FAD","L-Malate"
"60","FAD","Oxaloacetate"
"61","FAD","FADH2"
"62","H+","FAD"
"63","H+","L-Malate"
"64","H+","Oxaloacetate"
"65","H+","FADH2"
"66","L-Malate","FAD"
"67","L-Malate","H+"
"68","L-Malate","Oxaloacetate"
"69","L-Malate","FADH2"
"70","Oxaloacetate","FAD"
"71","Oxaloacetate","H+"
"72","Oxaloacetate","L-Malate"
"73","Oxaloacetate","FADH2"
"74","FADH2","FAD"
"75","FADH2","H+"
"76","FADH2","L-Malate"
"77","FADH2","Oxaloacetate"
"78","ATP","dCDP"
"79","ATP","ADP"
"80","ATP","dCTP"
"81","dCDP","ATP"
"82","dCDP","ADP"
"83","dCDP","dCTP"
"84","ADP","ATP"
"85","ADP","dCDP"
"86","ADP","dCTP"
"87","dCTP","ATP"
"88","dCTP","dCDP"
"89","dCTP","ADP"
"90","ATP","ADP"
"91","ATP","CO2"
"92","ATP","Phosphoenolpyruvate"
"93","Oxaloacetate","ADP"
"94","Oxaloacetate","CO2"
"95","Oxaloacetate","Phosphoenolpyruvate"
"96","Citrate","Isocitrate"
"97","Isocitrate","Citrate"
"98","UDP-apiose","Cosmetin"
"99","UDP-apiose","UDP"
"100","UDP-apiose","Apiin"
"101","Cosmetin","UDP-apiose"
"102","Cosmetin","UDP"
"103","Cosmetin","Apiin"
"104","UDP","UDP-apiose"
"105","UDP","Cosmetin"
"106","UDP","Apiin"
"107","Apiin","UDP-apiose"
"108","Apiin","Cosmetin"
"109","Apiin","UDP"
"110","O2","3-Hydroxyanthranilate"
"111","O2","H2O2"
"112","O2","H+"
"113","O2","O2-"
"114","O2","Cinnavalininate"
"115","3-Hydroxyanthranilate","O2"
"116","3-Hydroxyanthranilate","H2O2"
"117","3-Hydroxyanthranilate","H+"
"118","3-Hydroxyanthranilate","O2-"
"119","3-Hydroxyanthranilate","Cinnavalininate"
"120","H2O2","O2"
"121","H2O2","3-Hydroxyanthranilate"
"122","H2O2","H+"
"123","H2O2","O2-"
"124","H2O2","Cinnavalininate"
"125","H+","O2"
"126","H+","3-Hydroxyanthranilate"
"127","H+","H2O2"
"128","H+","O2-"
"129","H+","Cinnavalininate"
"130","O2-","O2"
