"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","Lipoamide","2-Methyl-1-hydroxypropyl-TPP"
"8","Lipoamide","TPP"
"9","Lipoamide","S-(2-Methylpropionyl)-dihydrolipoamide"
"10","2-Methyl-1-hydroxypropyl-TPP","Lipoamide"
"11","2-Methyl-1-hydroxypropyl-TPP","TPP"
"12","2-Methyl-1-hydroxypropyl-TPP","S-(2-Methylpropionyl)-dihydrolipoamide"
"13","TPP","Lipoamide"
"14","TPP","2-Methyl-1-hydroxypropyl-TPP"
"15","TPP","S-(2-Methylpropionyl)-dihydrolipoamide"
"16","S-(2-Methylpropionyl)-dihydrolipoamide","Lipoamide"
"17","S-(2-Methylpropionyl)-dihydrolipoamide","2-Methyl-1-hydroxypropyl-TPP"
"18","S-(2-Methylpropionyl)-dihydrolipoamide","TPP"
"19","PRPP","PPi"
"20","PRPP","H+"
"21","PRPP","IMP"
"22","HYXN","PPi"
"23","HYXN","H+"
"24","HYXN","IMP"
"25","H2O","N-Acyl-L-aspartate"
"26","H2O","L-Aspartate"
"27","H2O","Carboxylic acid"
"28","N-Acyl-L-aspartate","H2O"
"29","N-Acyl-L-aspartate","L-Aspartate"
"30","N-Acyl-L-aspartate","Carboxylic acid"
"31","L-Aspartate","H2O"
"32","L-Aspartate","N-Acyl-L-aspartate"
"33","L-Aspartate","Carboxylic acid"
"34","Carboxylic acid","H2O"
"35","Carboxylic acid","N-Acyl-L-aspartate"
"36","Carboxylic acid","L-Aspartate"
"37","S-Adenosyl-L-methionine","L-Methionine"
"38","S-Adenosyl-L-methionine","H+"
"39","S-Adenosyl-L-methionine","BIOT"
"40","S-Adenosyl-L-methionine","5'-Deoxyadenosine"
"41","S","L-Methionine"
"42","S","H+"
"43","S","BIOT"
"44","S","5'-Deoxyadenosine"
"45","Dethiobiotin","L-Methionine"
"46","Dethiobiotin","H+"
"47","Dethiobiotin","BIOT"
"48","Dethiobiotin","5'-Deoxyadenosine"
"49","H2O","LacCer"
"50","H2O","Galactose"
"51","H2O","Glucocerebroside"
"52","LacCer","H2O"
"53","LacCer","Galactose"
"54","LacCer","Glucocerebroside"
"55","Galactose","H2O"
"56","Galactose","LacCer"
"57","Galactose","Glucocerebroside"
"58","Glucocerebroside","H2O"
"59","Glucocerebroside","LacCer"
"60","Glucocerebroside","Galactose"
"61","Acetyl-CoA","CoA"
"62","Acetyl-CoA","O-Acetyl-L-serine"
"63","L-Serine","CoA"
"64","L-Serine","O-Acetyl-L-serine"
"65","ATP","CMP"
"66","ATP","H+"
"67","ATP","ADP"
"68","ATP","CDP"
"69","CMP","ATP"
"70","CMP","H+"
"71","CMP","ADP"
"72","CMP","CDP"
"73","H+","ATP"
"74","H+","CMP"
"75","H+","ADP"
"76","H+","CDP"
"77","ADP","ATP"
"78","ADP","CMP"
"79","ADP","H+"
"80","ADP","CDP"
"81","CDP","ATP"
"82","CDP","CMP"
"83","CDP","H+"
"84","CDP","ADP"
"85","Isobutyryl-CoA","Butyryl-CoA"
"86","Butyryl-CoA","Isobutyryl-CoA"
"87","H+","Fumarate"
"88","H+","Fumarate"
"89","Fumarate","H+"
"90","Fumarate","H+"
"91","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"92","UDP-N-acetylglucosamine","UDP"
"93","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"94","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"95","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"96","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"97","UDP","UDP-N-acetylglucosamine"
"98","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"99","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"100","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"101","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"102","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"103","H2O","Pyruvate"
"104","H2O","2,3-Dihydroxy-2,3-dihydrobenzoate"
"105","Isochorismate","Pyruvate"
"106","Isochorismate","2,3-Dihydroxy-2,3-dihydrobenzoate"
"107","ATP","PPi"
"108","ATP","AMP"
"109","ATP","fa6coa"
"110","CoA","PPi"
"111","CoA","AMP"
"112","CoA","fa6coa"
"113","fa6","PPi"
"114","fa6","AMP"
"115","fa6","fa6coa"
"116","NADH","NAD"
"117","NADH","7-methyl-octanoyl-ACP"
"118","H+","NAD"
