"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","PRPP","PPi"
"8","PRPP","H+"
"9","PRPP","IMP"
"10","HYXN","PPi"
"11","HYXN","H+"
"12","HYXN","IMP"
"13","H+","Adenosine"
"14","H+","Adenosine"
"15","Adenosine","H+"
"16","Adenosine","H+"
"17","ATP","CMP"
"18","ATP","H+"
"19","ATP","ADP"
"20","ATP","CDP"
"21","CMP","ATP"
"22","CMP","H+"
"23","CMP","ADP"
"24","CMP","CDP"
"25","H+","ATP"
"26","H+","CMP"
"27","H+","ADP"
"28","H+","CDP"
"29","ADP","ATP"
"30","ADP","CMP"
"31","ADP","H+"
"32","ADP","CDP"
"33","CDP","ATP"
"34","CDP","CMP"
"35","CDP","H+"
"36","CDP","ADP"
"37","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"38","UDP-N-acetylglucosamine","UDP"
"39","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"40","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"41","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"42","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"43","UDP","UDP-N-acetylglucosamine"
"44","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"45","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"46","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"47","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"48","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"49","ATP","PPi"
"50","ATP","AMP"
"51","ATP","fa6coa"
"52","CoA","PPi"
"53","CoA","AMP"
"54","CoA","fa6coa"
"55","fa6","PPi"
"56","fa6","AMP"
"57","fa6","fa6coa"
"58","ATP","dCDP"
"59","ATP","ADP"
"60","ATP","dCTP"
"61","dCDP","ATP"
"62","dCDP","ADP"
"63","dCDP","dCTP"
"64","ADP","ATP"
"65","ADP","dCDP"
"66","ADP","dCTP"
"67","dCTP","ATP"
"68","dCTP","dCDP"
"69","dCTP","ADP"
"70","ATP","ADP"
"71","ATP","CO2"
"72","ATP","Phosphoenolpyruvate"
"73","Oxaloacetate","ADP"
"74","Oxaloacetate","CO2"
"75","Oxaloacetate","Phosphoenolpyruvate"
"76","GDP-mannose","H2O"
"77","GDP-mannose","GDP-4-dehydro-D-rhamnose"
"78","dTDP-4-oxo-6-deoxy-D-glucose","dTDP-4-oxo-L-rhamnose"
"79","dTDP-4-oxo-L-rhamnose","dTDP-4-oxo-6-deoxy-D-glucose"
"80","UDP-apiose","Cosmetin"
"81","UDP-apiose","UDP"
"82","UDP-apiose","Apiin"
"83","Cosmetin","UDP-apiose"
"84","Cosmetin","UDP"
"85","Cosmetin","Apiin"
"86","UDP","UDP-apiose"
"87","UDP","Cosmetin"
"88","UDP","Apiin"
"89","Apiin","UDP-apiose"
"90","Apiin","Cosmetin"
"91","Apiin","UDP"
"92","CoA","Myristoyl-ACP"
"93","CoA","Myristoyl-CoA"
"94","CoA","ACP"
"95","Myristoyl-ACP","CoA"
"96","Myristoyl-ACP","Myristoyl-CoA"
"97","Myristoyl-ACP","ACP"
"98","Myristoyl-CoA","CoA"
"99","Myristoyl-CoA","Myristoyl-ACP"
"100","Myristoyl-CoA","ACP"
"101","ACP","CoA"
"102","ACP","Myristoyl-ACP"
"103","ACP","Myristoyl-CoA"
"104","H2O","NAD"
"105","H2O","trans-2-Methyl-5-isopropylhexa-2,5-dienal"
"106","H2O","NADH"
"107","H2O","H+"
"108","H2O","trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
"109","NAD","H2O"
"110","NAD","trans-2-Methyl-5-isopropylhexa-2,5-dienal"
"111","NAD","NADH"
"112","NAD","H+"
"113","NAD","trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
"114","trans-2-Methyl-5-isopropylhexa-2,5-dienal","H2O"
"115","trans-2-Methyl-5-isopropylhexa-2,5-dienal","NAD"
"116","trans-2-Methyl-5-isopropylhexa-2,5-dienal","NADH"
"117","trans-2-Methyl-5-isopropylhexa-2,5-dienal","H+"
"118","trans-2-Methyl-5-isopropylhexa-2,5-dienal","trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
"119","NADH","H2O"
"120","NADH","NAD"
"121","NADH","trans-2-Methyl-5-isopropylhexa-2,5-dienal"
"122","NADH","H+"
"123","NADH","trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
"124","H+","H2O"
"125","H+","NAD"
