"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","ATP","ADP"
"8","ATP","Phosphate"
"9","ATP","GSH"
"10","ATP","H+"
"11","Glycine","ADP"
"12","Glycine","Phosphate"
"13","Glycine","GSH"
"14","Glycine","H+"
"15","gamma-Glutamylcysteine","ADP"
"16","gamma-Glutamylcysteine","Phosphate"
"17","gamma-Glutamylcysteine","GSH"
"18","gamma-Glutamylcysteine","H+"
"19","H2O","N-Acyl-L-aspartate"
"20","H2O","L-Aspartate"
"21","H2O","Carboxylic acid"
"22","N-Acyl-L-aspartate","H2O"
"23","N-Acyl-L-aspartate","L-Aspartate"
"24","N-Acyl-L-aspartate","Carboxylic acid"
"25","L-Aspartate","H2O"
"26","L-Aspartate","N-Acyl-L-aspartate"
"27","L-Aspartate","Carboxylic acid"
"28","Carboxylic acid","H2O"
"29","Carboxylic acid","N-Acyl-L-aspartate"
"30","Carboxylic acid","L-Aspartate"
"31","S-Adenosyl-L-methionine","L-Methionine"
"32","S-Adenosyl-L-methionine","H+"
"33","S-Adenosyl-L-methionine","BIOT"
"34","S-Adenosyl-L-methionine","5'-Deoxyadenosine"
"35","S","L-Methionine"
"36","S","H+"
"37","S","BIOT"
"38","S","5'-Deoxyadenosine"
"39","Dethiobiotin","L-Methionine"
"40","Dethiobiotin","H+"
"41","Dethiobiotin","BIOT"
"42","Dethiobiotin","5'-Deoxyadenosine"
"43","Acetyl-CoA","CoA"
"44","Acetyl-CoA","O-Acetyl-L-serine"
"45","L-Serine","CoA"
"46","L-Serine","O-Acetyl-L-serine"
"47","ATP","CMP"
"48","ATP","H+"
"49","ATP","ADP"
"50","ATP","CDP"
"51","CMP","ATP"
"52","CMP","H+"
"53","CMP","ADP"
"54","CMP","CDP"
"55","H+","ATP"
"56","H+","CMP"
"57","H+","ADP"
"58","H+","CDP"
"59","ADP","ATP"
"60","ADP","CMP"
"61","ADP","H+"
"62","ADP","CDP"
"63","CDP","ATP"
"64","CDP","CMP"
"65","CDP","H+"
"66","CDP","ADP"
"67","H+","Fumarate"
"68","H+","Fumarate"
"69","Fumarate","H+"
"70","Fumarate","H+"
"71","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"72","UDP-N-acetylglucosamine","UDP"
"73","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"74","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"75","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"76","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"77","UDP","UDP-N-acetylglucosamine"
"78","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"79","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"80","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"81","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"82","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"83","H2O","Pyruvate"
"84","H2O","2,3-Dihydroxy-2,3-dihydrobenzoate"
"85","Isochorismate","Pyruvate"
"86","Isochorismate","2,3-Dihydroxy-2,3-dihydrobenzoate"
"87","ATP","PPi"
"88","ATP","AMP"
"89","ATP","fa6coa"
"90","CoA","PPi"
"91","CoA","AMP"
"92","CoA","fa6coa"
"93","fa6","PPi"
"94","fa6","AMP"
"95","fa6","fa6coa"
"96","ATP","ADP"
"97","ATP","Phosphate"
"98","ATP","H+"
"99","ATP","gamma-Glutamylcysteine"
"100","L-Glutamate","ADP"
"101","L-Glutamate","Phosphate"
"102","L-Glutamate","H+"
"103","L-Glutamate","gamma-Glutamylcysteine"
"104","L-Cysteine","ADP"
"105","L-Cysteine","Phosphate"
"106","L-Cysteine","H+"
"107","L-Cysteine","gamma-Glutamylcysteine"
"108","NADH","NAD"
"109","NADH","7-methyl-octanoyl-ACP"
"110","H+","NAD"
"111","H+","7-methyl-octanoyl-ACP"
"112","7-methyl-trans-oct-2-enoyl-ACP","NAD"
"113","7-methyl-trans-oct-2-enoyl-ACP","7-methyl-octanoyl-ACP"
"114","ATP","dCDP"
"115","ATP","ADP"
"116","ATP","dCTP"
"117","dCDP","ATP"
"118","dCDP","ADP"
"119","dCDP","dCTP"
"120","ADP","ATP"
"121","ADP","dCDP"
"122","ADP","dCTP"
"123","dCTP","ATP"
"124","dCTP","dCDP"
"125","dCTP","ADP"
"126","ATP","ADP"
"127","ATP","CO2"
"128","ATP","Phosphoenolpyruvate"
"129","Oxaloacetate","ADP"
"130","Oxaloacetate","CO2"
