"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","PRPP","PPi"
"8","PRPP","H+"
"9","PRPP","IMP"
"10","HYXN","PPi"
"11","HYXN","H+"
"12","HYXN","IMP"
"13","H2O","N-Acyl-L-aspartate"
"14","H2O","L-Aspartate"
"15","H2O","Carboxylic acid"
"16","N-Acyl-L-aspartate","H2O"
"17","N-Acyl-L-aspartate","L-Aspartate"
"18","N-Acyl-L-aspartate","Carboxylic acid"
"19","L-Aspartate","H2O"
"20","L-Aspartate","N-Acyl-L-aspartate"
"21","L-Aspartate","Carboxylic acid"
"22","Carboxylic acid","H2O"
"23","Carboxylic acid","N-Acyl-L-aspartate"
"24","Carboxylic acid","L-Aspartate"
"25","Acetyl-CoA","CoA"
"26","Acetyl-CoA","O-Acetyl-L-serine"
"27","L-Serine","CoA"
"28","L-Serine","O-Acetyl-L-serine"
"29","ATP","CMP"
"30","ATP","H+"
"31","ATP","ADP"
"32","ATP","CDP"
"33","CMP","ATP"
"34","CMP","H+"
"35","CMP","ADP"
"36","CMP","CDP"
"37","H+","ATP"
"38","H+","CMP"
"39","H+","ADP"
"40","H+","CDP"
"41","ADP","ATP"
"42","ADP","CMP"
"43","ADP","H+"
"44","ADP","CDP"
"45","CDP","ATP"
"46","CDP","CMP"
"47","CDP","H+"
"48","CDP","ADP"
"49","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"50","UDP-N-acetylglucosamine","UDP"
"51","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"52","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"53","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"54","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"55","UDP","UDP-N-acetylglucosamine"
"56","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"57","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"58","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"59","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"60","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"61","ATP","PPi"
"62","ATP","AMP"
"63","ATP","fa6coa"
"64","CoA","PPi"
"65","CoA","AMP"
"66","CoA","fa6coa"
"67","fa6","PPi"
"68","fa6","AMP"
"69","fa6","fa6coa"
"70","NADH","NAD"
"71","NADH","7-methyl-octanoyl-ACP"
"72","H+","NAD"
"73","H+","7-methyl-octanoyl-ACP"
"74","7-methyl-trans-oct-2-enoyl-ACP","NAD"
"75","7-methyl-trans-oct-2-enoyl-ACP","7-methyl-octanoyl-ACP"
"76","ATP","dCDP"
"77","ATP","ADP"
"78","ATP","dCTP"
"79","dCDP","ATP"
"80","dCDP","ADP"
"81","dCDP","dCTP"
"82","ADP","ATP"
"83","ADP","dCDP"
"84","ADP","dCTP"
"85","dCTP","ATP"
"86","dCTP","dCDP"
"87","dCTP","ADP"
"88","ATP","ADP"
"89","ATP","CO2"
"90","ATP","Phosphoenolpyruvate"
"91","Oxaloacetate","ADP"
"92","Oxaloacetate","CO2"
"93","Oxaloacetate","Phosphoenolpyruvate"
"94","NADP","(S)-3-Hydroxybutyryl-CoA"
"95","NADP","NADPH"
"96","NADP","H+"
"97","NADP","Acetoacetyl-CoA"
"98","(S)-3-Hydroxybutyryl-CoA","NADP"
"99","(S)-3-Hydroxybutyryl-CoA","NADPH"
"100","(S)-3-Hydroxybutyryl-CoA","H+"
"101","(S)-3-Hydroxybutyryl-CoA","Acetoacetyl-CoA"
"102","NADPH","NADP"
"103","NADPH","(S)-3-Hydroxybutyryl-CoA"
"104","NADPH","H+"
"105","NADPH","Acetoacetyl-CoA"
"106","H+","NADP"
"107","H+","(S)-3-Hydroxybutyryl-CoA"
"108","H+","NADPH"
"109","H+","Acetoacetyl-CoA"
"110","Acetoacetyl-CoA","NADP"
"111","Acetoacetyl-CoA","(S)-3-Hydroxybutyryl-CoA"
"112","Acetoacetyl-CoA","NADPH"
"113","Acetoacetyl-CoA","H+"
"114","Citrate","Isocitrate"
"115","Isocitrate","Citrate"
"116","NAD","(S)-3-Hydroxyhexadecanoyl-CoA"
"117","NAD","NADH"
"118","NAD","H+"
"119","NAD","3-Oxopalmitoyl-CoA"
"120","(S)-3-Hydroxyhexadecanoyl-CoA","NAD"
"121","(S)-3-Hydroxyhexadecanoyl-CoA","NADH"
"122","(S)-3-Hydroxyhexadecanoyl-CoA","H+"
