"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","Lipoamide","2-Methyl-1-hydroxypropyl-TPP"
"8","Lipoamide","TPP"
"9","Lipoamide","S-(2-Methylpropionyl)-dihydrolipoamide"
"10","2-Methyl-1-hydroxypropyl-TPP","Lipoamide"
"11","2-Methyl-1-hydroxypropyl-TPP","TPP"
"12","2-Methyl-1-hydroxypropyl-TPP","S-(2-Methylpropionyl)-dihydrolipoamide"
"13","TPP","Lipoamide"
"14","TPP","2-Methyl-1-hydroxypropyl-TPP"
"15","TPP","S-(2-Methylpropionyl)-dihydrolipoamide"
"16","S-(2-Methylpropionyl)-dihydrolipoamide","Lipoamide"
"17","S-(2-Methylpropionyl)-dihydrolipoamide","2-Methyl-1-hydroxypropyl-TPP"
"18","S-(2-Methylpropionyl)-dihydrolipoamide","TPP"
"19","S-Adenosyl-L-methionine","L-Methionine"
"20","S-Adenosyl-L-methionine","H+"
"21","S-Adenosyl-L-methionine","BIOT"
"22","S-Adenosyl-L-methionine","5'-Deoxyadenosine"
"23","S","L-Methionine"
"24","S","H+"
"25","S","BIOT"
"26","S","5'-Deoxyadenosine"
"27","Dethiobiotin","L-Methionine"
"28","Dethiobiotin","H+"
"29","Dethiobiotin","BIOT"
"30","Dethiobiotin","5'-Deoxyadenosine"
"31","ATP","CMP"
"32","ATP","H+"
"33","ATP","ADP"
"34","ATP","CDP"
"35","CMP","ATP"
"36","CMP","H+"
"37","CMP","ADP"
"38","CMP","CDP"
"39","H+","ATP"
"40","H+","CMP"
"41","H+","ADP"
"42","H+","CDP"
"43","ADP","ATP"
"44","ADP","CMP"
"45","ADP","H+"
"46","ADP","CDP"
"47","CDP","ATP"
"48","CDP","CMP"
"49","CDP","H+"
"50","CDP","ADP"
"51","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"52","UDP-N-acetylglucosamine","UDP"
"53","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"54","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"55","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"56","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"57","UDP","UDP-N-acetylglucosamine"
"58","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"59","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"60","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"61","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"62","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"63","ATP","PPi"
"64","ATP","AMP"
"65","ATP","fa6coa"
"66","CoA","PPi"
"67","CoA","AMP"
"68","CoA","fa6coa"
"69","fa6","PPi"
"70","fa6","AMP"
"71","fa6","fa6coa"
"72","NADH","NAD"
"73","NADH","7-methyl-octanoyl-ACP"
"74","H+","NAD"
"75","H+","7-methyl-octanoyl-ACP"
"76","7-methyl-trans-oct-2-enoyl-ACP","NAD"
"77","7-methyl-trans-oct-2-enoyl-ACP","7-methyl-octanoyl-ACP"
"78","ATP","dCDP"
"79","ATP","ADP"
"80","ATP","dCTP"
"81","dCDP","ATP"
"82","dCDP","ADP"
"83","dCDP","dCTP"
"84","ADP","ATP"
"85","ADP","dCDP"
"86","ADP","dCTP"
"87","dCTP","ATP"
"88","dCTP","dCDP"
"89","dCTP","ADP"
"90","ATP","ADP"
"91","ATP","CO2"
"92","ATP","Phosphoenolpyruvate"
"93","Oxaloacetate","ADP"
"94","Oxaloacetate","CO2"
"95","Oxaloacetate","Phosphoenolpyruvate"
"96","Lipoamide","2-Hydroxyethyl-ThPP"
"97","Lipoamide","TPP"
"98","Lipoamide","S-Acetyldihydrolipoamide"
"99","2-Hydroxyethyl-ThPP","Lipoamide"
"100","2-Hydroxyethyl-ThPP","TPP"
"101","2-Hydroxyethyl-ThPP","S-Acetyldihydrolipoamide"
"102","TPP","Lipoamide"
"103","TPP","2-Hydroxyethyl-ThPP"
"104","TPP","S-Acetyldihydrolipoamide"
"105","S-Acetyldihydrolipoamide","Lipoamide"
"106","S-Acetyldihydrolipoamide","2-Hydroxyethyl-ThPP"
"107","S-Acetyldihydrolipoamide","TPP"
"108","NADP","(S)-3-Hydroxybutyryl-CoA"
"109","NADP","NADPH"
"110","NADP","H+"
"111","NADP","Acetoacetyl-CoA"
"112","(S)-3-Hydroxybutyryl-CoA","NADP"
"113","(S)-3-Hydroxybutyryl-CoA","NADPH"
"114","(S)-3-Hydroxybutyryl-CoA","H+"
