"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","PRPP","PPi"
"8","PRPP","H+"
"9","PRPP","IMP"
"10","HYXN","PPi"
"11","HYXN","H+"
"12","HYXN","IMP"
"13","H2O","N-Acyl-L-aspartate"
"14","H2O","L-Aspartate"
"15","H2O","Carboxylic acid"
"16","N-Acyl-L-aspartate","H2O"
"17","N-Acyl-L-aspartate","L-Aspartate"
"18","N-Acyl-L-aspartate","Carboxylic acid"
"19","L-Aspartate","H2O"
"20","L-Aspartate","N-Acyl-L-aspartate"
"21","L-Aspartate","Carboxylic acid"
"22","Carboxylic acid","H2O"
"23","Carboxylic acid","N-Acyl-L-aspartate"
"24","Carboxylic acid","L-Aspartate"
"25","Acetyl-CoA","CoA"
"26","Acetyl-CoA","O-Acetyl-L-serine"
"27","L-Serine","CoA"
"28","L-Serine","O-Acetyl-L-serine"
"29","ATP","CMP"
"30","ATP","H+"
"31","ATP","ADP"
"32","ATP","CDP"
"33","CMP","ATP"
"34","CMP","H+"
"35","CMP","ADP"
"36","CMP","CDP"
"37","H+","ATP"
"38","H+","CMP"
"39","H+","ADP"
"40","H+","CDP"
"41","ADP","ATP"
"42","ADP","CMP"
"43","ADP","H+"
"44","ADP","CDP"
"45","CDP","ATP"
"46","CDP","CMP"
"47","CDP","H+"
"48","CDP","ADP"
"49","H+","Fumarate"
"50","H+","Fumarate"
"51","Fumarate","H+"
"52","Fumarate","H+"
"53","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"54","UDP-N-acetylglucosamine","UDP"
"55","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"56","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"57","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"58","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"59","UDP","UDP-N-acetylglucosamine"
"60","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"61","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"62","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"63","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"64","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"65","H2O","Pyruvate"
"66","H2O","2,3-Dihydroxy-2,3-dihydrobenzoate"
"67","Isochorismate","Pyruvate"
"68","Isochorismate","2,3-Dihydroxy-2,3-dihydrobenzoate"
"69","ATP","PPi"
"70","ATP","AMP"
"71","ATP","fa6coa"
"72","CoA","PPi"
"73","CoA","AMP"
"74","CoA","fa6coa"
"75","fa6","PPi"
"76","fa6","AMP"
"77","fa6","fa6coa"
"78","NADH","NAD"
"79","NADH","7-methyl-octanoyl-ACP"
"80","H+","NAD"
"81","H+","7-methyl-octanoyl-ACP"
"82","7-methyl-trans-oct-2-enoyl-ACP","NAD"
"83","7-methyl-trans-oct-2-enoyl-ACP","7-methyl-octanoyl-ACP"
"84","ATP","dCDP"
"85","ATP","ADP"
"86","ATP","dCTP"
"87","dCDP","ATP"
"88","dCDP","ADP"
"89","dCDP","dCTP"
"90","ADP","ATP"
"91","ADP","dCDP"
"92","ADP","dCTP"
"93","dCTP","ATP"
"94","dCTP","dCDP"
"95","dCTP","ADP"
"96","Citrate","Isocitrate"
"97","Isocitrate","Citrate"
"98","UDP-apiose","Cosmetin"
"99","UDP-apiose","UDP"
"100","UDP-apiose","Apiin"
"101","Cosmetin","UDP-apiose"
"102","Cosmetin","UDP"
"103","Cosmetin","Apiin"
"104","UDP","UDP-apiose"
"105","UDP","Cosmetin"
"106","UDP","Apiin"
"107","Apiin","UDP-apiose"
"108","Apiin","Cosmetin"
"109","Apiin","UDP"
"110","O2","3-Hydroxyanthranilate"
"111","O2","H2O2"
"112","O2","H+"
"113","O2","O2-"
"114","O2","Cinnavalininate"
"115","3-Hydroxyanthranilate","O2"
"116","3-Hydroxyanthranilate","H2O2"
"117","3-Hydroxyanthranilate","H+"
"118","3-Hydroxyanthranilate","O2-"
"119","3-Hydroxyanthranilate","Cinnavalininate"
"120","H2O2","O2"
"121","H2O2","3-Hydroxyanthranilate"
"122","H2O2","H+"
"123","H2O2","O2-"
"124","H2O2","Cinnavalininate"
"125","H+","O2"
"126","H+","3-Hydroxyanthranilate"
"127","H+","H2O2"
"128","H+","O2-"
"129","H+","Cinnavalininate"
"130","O2-","O2"
"131","O2-","3-Hydroxyanthranilate"
"132","O2-","H2O2"
"133","O2-","H+"
"134","O2-","Cinnavalininate"
