"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","ATP","ADP"
"8","ATP","Phosphate"
"9","ATP","GSH"
"10","ATP","H+"
"11","Glycine","ADP"
"12","Glycine","Phosphate"
"13","Glycine","GSH"
"14","Glycine","H+"
"15","gamma-Glutamylcysteine","ADP"
"16","gamma-Glutamylcysteine","Phosphate"
"17","gamma-Glutamylcysteine","GSH"
"18","gamma-Glutamylcysteine","H+"
"19","PRPP","PPi"
"20","PRPP","H+"
"21","PRPP","IMP"
"22","HYXN","PPi"
"23","HYXN","H+"
"24","HYXN","IMP"
"25","H2O","N-Acyl-L-aspartate"
"26","H2O","L-Aspartate"
"27","H2O","Carboxylic acid"
"28","N-Acyl-L-aspartate","H2O"
"29","N-Acyl-L-aspartate","L-Aspartate"
"30","N-Acyl-L-aspartate","Carboxylic acid"
"31","L-Aspartate","H2O"
"32","L-Aspartate","N-Acyl-L-aspartate"
"33","L-Aspartate","Carboxylic acid"
"34","Carboxylic acid","H2O"
"35","Carboxylic acid","N-Acyl-L-aspartate"
"36","Carboxylic acid","L-Aspartate"
"37","Acetyl-CoA","CoA"
"38","Acetyl-CoA","O-Acetyl-L-serine"
"39","L-Serine","CoA"
"40","L-Serine","O-Acetyl-L-serine"
"41","ATP","CMP"
"42","ATP","H+"
"43","ATP","ADP"
"44","ATP","CDP"
"45","CMP","ATP"
"46","CMP","H+"
"47","CMP","ADP"
"48","CMP","CDP"
"49","H+","ATP"
"50","H+","CMP"
"51","H+","ADP"
"52","H+","CDP"
"53","ADP","ATP"
"54","ADP","CMP"
"55","ADP","H+"
"56","ADP","CDP"
"57","CDP","ATP"
"58","CDP","CMP"
"59","CDP","H+"
"60","CDP","ADP"
"61","H+","Fumarate"
"62","H+","Fumarate"
"63","Fumarate","H+"
"64","Fumarate","H+"
"65","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"66","UDP-N-acetylglucosamine","UDP"
"67","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"68","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"69","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"70","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"71","UDP","UDP-N-acetylglucosamine"
"72","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"73","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"74","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"75","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"76","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"77","H2O","Pyruvate"
"78","H2O","2,3-Dihydroxy-2,3-dihydrobenzoate"
"79","Isochorismate","Pyruvate"
"80","Isochorismate","2,3-Dihydroxy-2,3-dihydrobenzoate"
"81","ATP","PPi"
"82","ATP","AMP"
"83","ATP","fa6coa"
"84","CoA","PPi"
"85","CoA","AMP"
"86","CoA","fa6coa"
"87","fa6","PPi"
"88","fa6","AMP"
"89","fa6","fa6coa"
"90","ATP","dCDP"
"91","ATP","ADP"
"92","ATP","dCTP"
"93","dCDP","ATP"
"94","dCDP","ADP"
"95","dCDP","dCTP"
"96","ADP","ATP"
"97","ADP","dCDP"
"98","ADP","dCTP"
"99","dCTP","ATP"
"100","dCTP","dCDP"
"101","dCTP","ADP"
"102","NADP","(S)-3-Hydroxybutyryl-CoA"
"103","NADP","NADPH"
"104","NADP","H+"
"105","NADP","Acetoacetyl-CoA"
"106","(S)-3-Hydroxybutyryl-CoA","NADP"
"107","(S)-3-Hydroxybutyryl-CoA","NADPH"
"108","(S)-3-Hydroxybutyryl-CoA","H+"
"109","(S)-3-Hydroxybutyryl-CoA","Acetoacetyl-CoA"
"110","NADPH","NADP"
"111","NADPH","(S)-3-Hydroxybutyryl-CoA"
"112","NADPH","H+"
"113","NADPH","Acetoacetyl-CoA"
"114","H+","NADP"
"115","H+","(S)-3-Hydroxybutyryl-CoA"
"116","H+","NADPH"
"117","H+","Acetoacetyl-CoA"
"118","Acetoacetyl-CoA","NADP"
"119","Acetoacetyl-CoA","(S)-3-Hydroxybutyryl-CoA"
"120","Acetoacetyl-CoA","NADPH"
"121","Acetoacetyl-CoA","H+"
"122","GDP-mannose","H2O"
"123","GDP-mannose","GDP-4-dehydro-D-rhamnose"
"124","Citrate","Isocitrate"
"125","Isocitrate","Citrate"
"126","dTDP-4-oxo-6-deoxy-D-glucose","dTDP-4-oxo-L-rhamnose"
