"","from","to"
"1","H+","Fumarate"
"2","H+","Fumarate"
"3","Fumarate","H+"
"4","Fumarate","H+"
"5","ATP","PPi"
"6","ATP","AMP"
"7","ATP","fa6coa"
"8","CoA","PPi"
"9","CoA","AMP"
"10","CoA","fa6coa"
"11","fa6","PPi"
"12","fa6","AMP"
"13","fa6","fa6coa"
"14","NADH","NAD"
"15","NADH","7-methyl-octanoyl-ACP"
"16","H+","NAD"
"17","H+","7-methyl-octanoyl-ACP"
"18","7-methyl-trans-oct-2-enoyl-ACP","NAD"
"19","7-methyl-trans-oct-2-enoyl-ACP","7-methyl-octanoyl-ACP"
"20","NAD","(S)-3-Hydroxyhexadecanoyl-CoA"
"21","NAD","NADH"
"22","NAD","H+"
"23","NAD","3-Oxopalmitoyl-CoA"
"24","(S)-3-Hydroxyhexadecanoyl-CoA","NAD"
"25","(S)-3-Hydroxyhexadecanoyl-CoA","NADH"
"26","(S)-3-Hydroxyhexadecanoyl-CoA","H+"
"27","(S)-3-Hydroxyhexadecanoyl-CoA","3-Oxopalmitoyl-CoA"
"28","NADH","NAD"
"29","NADH","(S)-3-Hydroxyhexadecanoyl-CoA"
"30","NADH","H+"
"31","NADH","3-Oxopalmitoyl-CoA"
"32","H+","NAD"
"33","H+","(S)-3-Hydroxyhexadecanoyl-CoA"
"34","H+","NADH"
"35","H+","3-Oxopalmitoyl-CoA"
"36","3-Oxopalmitoyl-CoA","NAD"
"37","3-Oxopalmitoyl-CoA","(S)-3-Hydroxyhexadecanoyl-CoA"
"38","3-Oxopalmitoyl-CoA","NADH"
"39","3-Oxopalmitoyl-CoA","H+"
"40","Malonyl-acyl-carrierprotein-","CO2"
"41","Malonyl-acyl-carrierprotein-","ACP"
"42","Malonyl-acyl-carrierprotein-","9-methyl-3-oxo-decanoyl-ACP"
"43","7-methyl-octanoyl-ACP","CO2"
"44","7-methyl-octanoyl-ACP","ACP"
"45","7-methyl-octanoyl-ACP","9-methyl-3-oxo-decanoyl-ACP"
"46","H+","CO2"
"47","H+","2-Oxoglutarate"
"48","Oxalosuccinate","CO2"
"49","Oxalosuccinate","2-Oxoglutarate"
"50","L-Serine","CMP"
"51","L-Serine","H+"
"52","L-Serine","Diisohexadecanoylphosphatidylserine"
"53","CDP-1,2-diisohexadecanoylglycerol","CMP"
"54","CDP-1,2-diisohexadecanoylglycerol","H+"
"55","CDP-1,2-diisohexadecanoylglycerol","Diisohexadecanoylphosphatidylserine"
"56","H2O","gly-asp-L"
"57","H2O","Glycine"
"58","H2O","L-Aspartate"
"59","gly-asp-L","H2O"
"60","gly-asp-L","Glycine"
"61","gly-asp-L","L-Aspartate"
"62","Glycine","H2O"
"63","Glycine","gly-asp-L"
"64","Glycine","L-Aspartate"
"65","L-Aspartate","H2O"
"66","L-Aspartate","gly-asp-L"
"67","L-Aspartate","Glycine"
"68","Pyruvate","Malonyl-CoA"
"69","Pyruvate","Acetyl-CoA"
"70","Pyruvate","Oxaloacetate"
"71","Malonyl-CoA","Pyruvate"
"72","Malonyl-CoA","Acetyl-CoA"
"73","Malonyl-CoA","Oxaloacetate"
"74","Acetyl-CoA","Pyruvate"
"75","Acetyl-CoA","Malonyl-CoA"
"76","Acetyl-CoA","Oxaloacetate"
"77","Oxaloacetate","Pyruvate"
"78","Oxaloacetate","Malonyl-CoA"
"79","Oxaloacetate","Acetyl-CoA"
"80","ATP","L-Glutamate"
"81","ATP","ADP"
"82","ATP","L-Glutamyl 5-phosphate"
"83","L-Glutamate","ATP"
"84","L-Glutamate","ADP"
"85","L-Glutamate","L-Glutamyl 5-phosphate"
"86","ADP","ATP"
"87","ADP","L-Glutamate"
"88","ADP","L-Glutamyl 5-phosphate"
"89","L-Glutamyl 5-phosphate","ATP"
"90","L-Glutamyl 5-phosphate","L-Glutamate"
"91","L-Glutamyl 5-phosphate","ADP"
"92","Malonyl-acyl-carrierprotein-","CO2"
"93","Malonyl-acyl-carrierprotein-","ACP"
"94","Malonyl-acyl-carrierprotein-","8-methyl-3-oxo-decanoyl-ACP"
"95","6-methyl-octanoyl-ACP","CO2"
"96","6-methyl-octanoyl-ACP","ACP"
"97","6-methyl-octanoyl-ACP","8-methyl-3-oxo-decanoyl-ACP"
"98","Succinate","H+"
"99","Succinate","H+"
"100","H+","Succinate"
"101","H+","Succinate"
"102","H2O","ADP"
"103","H2O","Phosphate"
"104","H2O","H+"
"105","H2O","Pb"
"106","ATP","ADP"
"107","ATP","Phosphate"
"108","ATP","H+"
"109","ATP","Pb"
"110","Pb","ADP"
"111","Pb","Phosphate"
"112","Pb","H+"
"113","NADPH","H2O"
"114","NADPH","NADP"
"115","NADPH","DMAPP"
"116","H+","H2O"
"117","H+","NADP"
"118","H+","DMAPP"
"119","1-Hydroxy-2-methyl-2-butenyl 4-diphosphate","H2O"
"120","1-Hydroxy-2-methyl-2-butenyl 4-diphosphate","NADP"
"121","1-Hydroxy-2-methyl-2-butenyl 4-diphosphate","DMAPP"
"122","Malonyl-acyl-carrierprotein-","CO2"
"123","Malonyl-acyl-carrierprotein-","ACP"
"124","Malonyl-acyl-carrierprotein-","15-methyl-3-oxo-hexa-decanoyl-ACP"
"125","13-methyl-tetra-decanoyl-ACP","CO2"
"126","13-methyl-tetra-decanoyl-ACP","ACP"
"127","13-methyl-tetra-decanoyl-ACP","15-methyl-3-oxo-hexa-decanoyl-ACP"
"128","FADH2","FAD"
"129","FADH2","H+"
"130","FADH2","Ubiquinol-8"
"131","Ubiquinone-8","FAD"
"132","Ubiquinone-8","H+"
"133","Ubiquinone-8","Ubiquinol-8"
"134","NADH","NAD"
"135","NADH","15-methyl-hexa-decanoyl-ACP"
"136","H+","NAD"
"137","H+","15-methyl-hexa-decanoyl-ACP"
"138","15-methyl-trans-hexa-dec-2-enoyl-ACP","NAD"
"139","15-methyl-trans-hexa-dec-2-enoyl-ACP","15-methyl-hexa-decanoyl-ACP"
"140","D-Ribulose5-phosphate","Formate"
"141","D-Ribulose5-phosphate","H+"
"142","D-Ribulose5-phosphate","3-4-dihydroxy-2-butanone4-phosphate"
"143","Malonyl-acyl-carrierprotein-","CO2"
"144","Malonyl-acyl-carrierprotein-","ACP"
"145","Malonyl-acyl-carrierprotein-","13-methyl-3-oxo-tetra-decanoyl-ACP"
"146","11-methyl-dodecanoyl-ACP","CO2"
"147","11-methyl-dodecanoyl-ACP","ACP"
"148","11-methyl-dodecanoyl-ACP","13-methyl-3-oxo-tetra-decanoyl-ACP"
"149","H2O","H+"
"150","H2O","Creatinine"
"151","H2O","NH3"
"152","H2O","N-Methylhydantoin"
"153","H+","H2O"
"154","H+","Creatinine"
"155","H+","NH3"
"156","H+","N-Methylhydantoin"
"157","Creatinine","H2O"
"158","Creatinine","H+"
"159","Creatinine","NH3"
"160","Creatinine","N-Methylhydantoin"
"161","NH3","H2O"
"162","NH3","H+"
"163","NH3","Creatinine"
"164","NH3","N-Methylhydantoin"
"165","N-Methylhydantoin","H2O"
"166","N-Methylhydantoin","H+"
"167","N-Methylhydantoin","Creatinine"
"168","N-Methylhydantoin","NH3"
"169","Glycerol-3-phosphate","Glycerone-phosphate"
"170","Glycerol-3-phosphate","Ubiquinol-8"
"171","Ubiquinone-8","Glycerone-phosphate"
"172","Ubiquinone-8","Ubiquinol-8"
"173","L-Serine","CMP"
"174","L-Serine","H+"
"175","L-Serine","Diisotetradecanoylphosphatidylserine"
"176","CDP-1,2-diisotetradecanoylglycerol","CMP"
"177","CDP-1,2-diisotetradecanoylglycerol","H+"
"178","CDP-1,2-diisotetradecanoylglycerol","Diisotetradecanoylphosphatidylserine"
"179","Pyruvate","D-methylmalonyl-CoA"
"180","Pyruvate","Oxaloacetate"
"181","Pyruvate","Propionyl-CoA"
"182","D-methylmalonyl-CoA","Pyruvate"
"183","D-methylmalonyl-CoA","Oxaloacetate"
"184","D-methylmalonyl-CoA","Propionyl-CoA"
"185","Oxaloacetate","Pyruvate"
"186","Oxaloacetate","D-methylmalonyl-CoA"
"187","Oxaloacetate","Propionyl-CoA"
"188","Propionyl-CoA","Pyruvate"
"189","Propionyl-CoA","D-methylmalonyl-CoA"
"190","Propionyl-CoA","Oxaloacetate"
"191","GLCN","H2O"
"192","GLCN","2-keto-3-deoxygluconate"
"193","H2O","NADH"
"194","H2O","H+"
"195","H2O","4-Phosphoerythronate"
"196","NAD","NADH"
"197","NAD","H+"
"198","NAD","4-Phosphoerythronate"
"199","D-Erythrose4-phosphate","NADH"
"200","D-Erythrose4-phosphate","H+"
"201","D-Erythrose4-phosphate","4-Phosphoerythronate"
"202","H+","CO2"
"203","H+","UMP"
"204","Orotidylic acid","CO2"
"205","Orotidylic acid","UMP"
"206","Phosphoenolpyruvate","Salicin"
"207","Phosphoenolpyruvate","Pyruvate"
"208","Phosphoenolpyruvate","Salicin-6P"
"209","Pyruvate","Phosphoenolpyruvate"
"210","Pyruvate","Salicin"
"211","Pyruvate","Salicin-6P"
"212","Salicin-6P","Phosphoenolpyruvate"
"213","Salicin-6P","Salicin"
"214","Salicin-6P","Pyruvate"
"215","NAD","Dihydrolipolprotein"
"216","NAD","NADH"
"217","NAD","H+"
"218","NAD","Lipoylprotein"
"219","Dihydrolipolprotein","NAD"
"220","Dihydrolipolprotein","NADH"
"221","Dihydrolipolprotein","H+"
"222","Dihydrolipolprotein","Lipoylprotein"
"223","NADH","NAD"
"224","NADH","Dihydrolipolprotein"
"225","NADH","H+"
"226","NADH","Lipoylprotein"
"227","H+","NAD"
"228","H+","Dihydrolipolprotein"
"229","H+","NADH"
"230","H+","Lipoylprotein"
"231","Lipoylprotein","NAD"
"232","Lipoylprotein","Dihydrolipolprotein"
"233","Lipoylprotein","NADH"
"234","Lipoylprotein","H+"
"235","H2O","Gly-Phe"
"236","H2O","Glycine"
"237","H2O","L-Phenylalanine"
"238","Gly-Phe","H2O"
"239","Gly-Phe","Glycine"
"240","Gly-Phe","L-Phenylalanine"
"241","Glycine","H2O"
"242","Glycine","Gly-Phe"
"243","Glycine","L-Phenylalanine"
"244","L-Phenylalanine","H2O"
"245","L-Phenylalanine","Gly-Phe"
"246","L-Phenylalanine","Glycine"
"247","NADH","NAD"
"248","NADH","6-methyl-octanoyl-ACP"
"249","H+","NAD"
"250","H+","6-methyl-octanoyl-ACP"
"251","6-methyl-trans-oct-2-enoyl-ACP","NAD"
"252","6-methyl-trans-oct-2-enoyl-ACP","6-methyl-octanoyl-ACP"
"253","Butyryl-ACP","CO2"
"254","Butyryl-ACP","3-Oxohexanoyl-[acp]"
"255","Butyryl-ACP","ACP"
"256","Malonyl-acyl-carrierprotein-","CO2"
"257","Malonyl-acyl-carrierprotein-","3-Oxohexanoyl-[acp]"
"258","Malonyl-acyl-carrierprotein-","ACP"
"259","NAD","3-Hydroxy-OPC8-CoA"
"260","NAD","NADH"
"261","NAD","H+"
"262","NAD","3-Oxo-OPC8-CoA"
"263","3-Hydroxy-OPC8-CoA","NAD"
"264","3-Hydroxy-OPC8-CoA","NADH"
"265","3-Hydroxy-OPC8-CoA","H+"
"266","3-Hydroxy-OPC8-CoA","3-Oxo-OPC8-CoA"
"267","NADH","NAD"
"268","NADH","3-Hydroxy-OPC8-CoA"
"269","NADH","H+"
"270","NADH","3-Oxo-OPC8-CoA"
"271","H+","NAD"
"272","H+","3-Hydroxy-OPC8-CoA"
"273","H+","NADH"
"274","H+","3-Oxo-OPC8-CoA"
"275","3-Oxo-OPC8-CoA","NAD"
"276","3-Oxo-OPC8-CoA","3-Hydroxy-OPC8-CoA"
"277","3-Oxo-OPC8-CoA","NADH"
"278","3-Oxo-OPC8-CoA","H+"
"279","H2O","ADP"
"280","H2O","Phosphate"
"281","H2O","H+"
"282","H2O","Cd2+"
"283","ATP","ADP"
"284","ATP","Phosphate"
"285","ATP","H+"
"286","ATP","Cd2+"
"287","Cd2+","ADP"
"288","Cd2+","Phosphate"
"289","Cd2+","H+"
"290","H2S2O3","Acetate"
"291","H2S2O3","H+"
"292","H2S2O3","Sulfite"
"293","H2S2O3","L-Cysteine"
"294","H2S2O3","trdox"
"295","O-Acetyl-L-serine","Acetate"
"296","O-Acetyl-L-serine","H+"
"297","O-Acetyl-L-serine","Sulfite"
"298","O-Acetyl-L-serine","L-Cysteine"
"299","O-Acetyl-L-serine","trdox"
"300","trdrd","Acetate"
"301","trdrd","H+"
"302","trdrd","Sulfite"
"303","trdrd","L-Cysteine"
"304","trdrd","trdox"
"305","H2O","PPi"
"306","H2O","AMP"
"307","H2O","L-Glutamate"
"308","H2O","H+"
"309","H2O","L-Asparagine"
"310","ATP","PPi"
"311","ATP","AMP"
"312","ATP","L-Glutamate"
"313","ATP","H+"
"314","ATP","L-Asparagine"
"315","L-Aspartate","PPi"
"316","L-Aspartate","AMP"
"317","L-Aspartate","L-Glutamate"
"318","L-Aspartate","H+"
"319","L-Aspartate","L-Asparagine"
"320","L-Glutamine","PPi"
"321","L-Glutamine","AMP"
"322","L-Glutamine","L-Glutamate"
"323","L-Glutamine","H+"
"324","L-Glutamine","L-Asparagine"
"325","L-Serine","CMP"
"326","L-Serine","H+"
"327","L-Serine","phosphatidylserine ditetradecanoyl"
"328","CDP-1,2-ditetradecanoylglycerol","CMP"
"329","CDP-1,2-ditetradecanoylglycerol","H+"
"330","CDP-1,2-ditetradecanoylglycerol","phosphatidylserine ditetradecanoyl"
"331","Lipoamide","3-Carboxy-1-hydroxypropyl-ThPP"
"332","Lipoamide","TPP"
"333","Lipoamide","S-Succinyldihydrolipoamide"
"334","3-Carboxy-1-hydroxypropyl-ThPP","Lipoamide"
"335","3-Carboxy-1-hydroxypropyl-ThPP","TPP"
"336","3-Carboxy-1-hydroxypropyl-ThPP","S-Succinyldihydrolipoamide"
"337","TPP","Lipoamide"
"338","TPP","3-Carboxy-1-hydroxypropyl-ThPP"
"339","TPP","S-Succinyldihydrolipoamide"
"340","S-Succinyldihydrolipoamide","Lipoamide"
"341","S-Succinyldihydrolipoamide","3-Carboxy-1-hydroxypropyl-ThPP"
"342","S-Succinyldihydrolipoamide","TPP"
"343","L-Serine","CMP"
"344","L-Serine","H+"
"345","L-Serine","phosphatidylserine dihexadec-9-enoyl"
"346","CDP-1,2-dihexadec-9-enoylglycerol","CMP"
"347","CDP-1,2-dihexadec-9-enoylglycerol","H+"
"348","CDP-1,2-dihexadec-9-enoylglycerol","phosphatidylserine dihexadec-9-enoyl"
"349","CTP","Ciliatine"
"350","CTP","PPi"
"351","CTP","H+"
"352","CTP","CMPciliatine"
"353","Ciliatine","CTP"
"354","Ciliatine","PPi"
"355","Ciliatine","H+"
"356","Ciliatine","CMPciliatine"
"357","PPi","CTP"
"358","PPi","Ciliatine"
"359","PPi","H+"
"360","PPi","CMPciliatine"
"361","H+","CTP"
"362","H+","Ciliatine"
"363","H+","PPi"
"364","H+","CMPciliatine"
"365","CMPciliatine","CTP"
"366","CMPciliatine","Ciliatine"
"367","CMPciliatine","PPi"
"368","CMPciliatine","H+"
"369","H2S","Acetate"
"370","H2S","L-Cysteine"
"371","O-Acetyl-L-serine","Acetate"
"372","O-Acetyl-L-serine","L-Cysteine"
"373","ATP","Shikimate"
"374","ATP","ADP"
"375","ATP","H+"
"376","ATP","3-phosphoshikimate"
"377","Shikimate","ATP"
"378","Shikimate","ADP"
"379","Shikimate","H+"
"380","Shikimate","3-phosphoshikimate"
"381","ADP","ATP"
"382","ADP","Shikimate"
"383","ADP","H+"
"384","ADP","3-phosphoshikimate"
"385","H+","ATP"
"386","H+","Shikimate"
"387","H+","ADP"
"388","H+","3-phosphoshikimate"
"389","3-phosphoshikimate","ATP"
"390","3-phosphoshikimate","Shikimate"
"391","3-phosphoshikimate","ADP"
"392","3-phosphoshikimate","H+"
"393","NAD","NADH"
"394","NAD","CO2"
"395","NAD","p-hydroxyphenylpyruvate"
"396","Prephenate","NADH"
"397","Prephenate","CO2"
"398","Prephenate","p-hydroxyphenylpyruvate"
"399","GTP","D-Mannose1-phosphate"
"400","GTP","PPi"
"401","GTP","GDP-mannose"
"402","D-Mannose1-phosphate","GTP"
"403","D-Mannose1-phosphate","PPi"
"404","D-Mannose1-phosphate","GDP-mannose"
"405","PPi","GTP"
"406","PPi","D-Mannose1-phosphate"
"407","PPi","GDP-mannose"
"408","GDP-mannose","GTP"
"409","GDP-mannose","D-Mannose1-phosphate"
"410","GDP-mannose","PPi"
"411","H2O","L-alanylglycine"
"412","H2O","Glycine"
"413","H2O","L-Alanine"
"414","L-alanylglycine","H2O"
"415","L-alanylglycine","Glycine"
"416","L-alanylglycine","L-Alanine"
"417","Glycine","H2O"
"418","Glycine","L-alanylglycine"
"419","Glycine","L-Alanine"
"420","L-Alanine","H2O"
"421","L-Alanine","L-alanylglycine"
"422","L-Alanine","Glycine"
"423","NH3","H2O"
"424","NH3","H+"
"425","NH3","1-Pyrroline-4-hydroxy-2-carboxylate"
"426","2,5-Dioxopentanoate","H2O"
"427","2,5-Dioxopentanoate","H+"
"428","2,5-Dioxopentanoate","1-Pyrroline-4-hydroxy-2-carboxylate"
"429","H+","CO2"
"430","H+","3-oxooctanoyl-acp"
"431","H+","ACP"
"432","Hexanoyl-ACP","CO2"
"433","Hexanoyl-ACP","3-oxooctanoyl-acp"
"434","Hexanoyl-ACP","ACP"
"435","Malonyl-acyl-carrierprotein-","CO2"
"436","Malonyl-acyl-carrierprotein-","3-oxooctanoyl-acp"
"437","Malonyl-acyl-carrierprotein-","ACP"
"438","H+","phosphatidylserine ditetradecanoyl"
"439","H+","CO2"
"440","H+","phosphatidylethanolamine ditetradecanoyl"
"441","phosphatidylserine ditetradecanoyl","H+"
"442","phosphatidylserine ditetradecanoyl","CO2"
"443","phosphatidylserine ditetradecanoyl","phosphatidylethanolamine ditetradecanoyl"
"444","CO2","H+"
"445","CO2","phosphatidylserine ditetradecanoyl"
"446","CO2","phosphatidylethanolamine ditetradecanoyl"
"447","phosphatidylethanolamine ditetradecanoyl","H+"
"448","phosphatidylethanolamine ditetradecanoyl","phosphatidylserine ditetradecanoyl"
"449","phosphatidylethanolamine ditetradecanoyl","CO2"
"450","Phosphoenolpyruvate","GLUM"
"451","Phosphoenolpyruvate","Pyruvate"
"452","Phosphoenolpyruvate","D-Glucosamine phosphate"
"453","Pyruvate","Phosphoenolpyruvate"
"454","Pyruvate","GLUM"
"455","Pyruvate","D-Glucosamine phosphate"
"456","D-Glucosamine phosphate","Phosphoenolpyruvate"
"457","D-Glucosamine phosphate","GLUM"
"458","D-Glucosamine phosphate","Pyruvate"
"459","L-Glutamate5-semialdehyde","H2O"
"460","L-Glutamate5-semialdehyde","H+"
"461","L-Glutamate5-semialdehyde","1-Pyrroline-5-carboxylate"
"462","Phosphoenolpyruvate","D-Fructose"
"463","Phosphoenolpyruvate","Pyruvate"
"464","Phosphoenolpyruvate","D-fructose-1-phosphate"
