"","from","to"
"1","ABEE","PPi"
"2","ABEE","H+"
"3","ABEE","Dihydropteroate"
"4","7,8-Dihydropterin pyrophosphate","PPi"
"5","7,8-Dihydropterin pyrophosphate","H+"
"6","7,8-Dihydropterin pyrophosphate","Dihydropteroate"
"7","ATP","ADP"
"8","ATP","Phosphate"
"9","ATP","GSH"
"10","ATP","H+"
"11","Glycine","ADP"
"12","Glycine","Phosphate"
"13","Glycine","GSH"
"14","Glycine","H+"
"15","gamma-Glutamylcysteine","ADP"
"16","gamma-Glutamylcysteine","Phosphate"
"17","gamma-Glutamylcysteine","GSH"
"18","gamma-Glutamylcysteine","H+"
"19","PRPP","PPi"
"20","PRPP","H+"
"21","PRPP","IMP"
"22","HYXN","PPi"
"23","HYXN","H+"
"24","HYXN","IMP"
"25","H2O","N-Acyl-L-aspartate"
"26","H2O","L-Aspartate"
"27","H2O","Carboxylic acid"
"28","N-Acyl-L-aspartate","H2O"
"29","N-Acyl-L-aspartate","L-Aspartate"
"30","N-Acyl-L-aspartate","Carboxylic acid"
"31","L-Aspartate","H2O"
"32","L-Aspartate","N-Acyl-L-aspartate"
"33","L-Aspartate","Carboxylic acid"
"34","Carboxylic acid","H2O"
"35","Carboxylic acid","N-Acyl-L-aspartate"
"36","Carboxylic acid","L-Aspartate"
"37","S-Adenosyl-L-methionine","L-Methionine"
"38","S-Adenosyl-L-methionine","H+"
"39","S-Adenosyl-L-methionine","BIOT"
"40","S-Adenosyl-L-methionine","5'-Deoxyadenosine"
"41","S","L-Methionine"
"42","S","H+"
"43","S","BIOT"
"44","S","5'-Deoxyadenosine"
"45","Dethiobiotin","L-Methionine"
"46","Dethiobiotin","H+"
"47","Dethiobiotin","BIOT"
"48","Dethiobiotin","5'-Deoxyadenosine"
"49","Acetyl-CoA","CoA"
"50","Acetyl-CoA","O-Acetyl-L-serine"
"51","L-Serine","CoA"
"52","L-Serine","O-Acetyl-L-serine"
"53","ATP","CMP"
"54","ATP","H+"
"55","ATP","ADP"
"56","ATP","CDP"
"57","CMP","ATP"
"58","CMP","H+"
"59","CMP","ADP"
"60","CMP","CDP"
"61","H+","ATP"
"62","H+","CMP"
"63","H+","ADP"
"64","H+","CDP"
"65","ADP","ATP"
"66","ADP","CMP"
"67","ADP","H+"
"68","ADP","CDP"
"69","CDP","ATP"
"70","CDP","CMP"
"71","CDP","H+"
"72","CDP","ADP"
"73","Isobutyryl-CoA","Butyryl-CoA"
"74","Butyryl-CoA","Isobutyryl-CoA"
"75","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"76","UDP-N-acetylglucosamine","UDP"
"77","UDP-N-acetylglucosamine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"78","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP-N-acetylglucosamine"
"79","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","UDP"
"80","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"81","UDP","UDP-N-acetylglucosamine"
"82","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"83","UDP","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala"
"84","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP-N-acetylglucosamine"
"85","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2-6-diaminopimeloyl-D-alanyl-D-alanine"
"86","Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala","UDP"
"87","H2O","Pyruvate"
"88","H2O","2,3-Dihydroxy-2,3-dihydrobenzoate"
"89","Isochorismate","Pyruvate"
"90","Isochorismate","2,3-Dihydroxy-2,3-dihydrobenzoate"
"91","ATP","PPi"
"92","ATP","AMP"
"93","ATP","fa6coa"
"94","CoA","PPi"
"95","CoA","AMP"
"96","CoA","fa6coa"
"97","fa6","PPi"
"98","fa6","AMP"
"99","fa6","fa6coa"
"100","ATP","ADP"
"101","ATP","Phosphate"
"102","ATP","H+"
"103","ATP","gamma-Glutamylcysteine"
"104","L-Glutamate","ADP"
"105","L-Glutamate","Phosphate"
"106","L-Glutamate","H+"
"107","L-Glutamate","gamma-Glutamylcysteine"
"108","L-Cysteine","ADP"
"109","L-Cysteine","Phosphate"
"110","L-Cysteine","H+"
"111","L-Cysteine","gamma-Glutamylcysteine"
"112","NADH","NAD"
"113","NADH","7-methyl-octanoyl-ACP"
"114","H+","NAD"
"115","H+","7-methyl-octanoyl-ACP"
"116","7-methyl-trans-oct-2-enoyl-ACP","NAD"
"117","7-methyl-trans-oct-2-enoyl-ACP","7-methyl-octanoyl-ACP"
"118","ATP","dCDP"
"119","ATP","ADP"
"120","ATP","dCTP"
"121","dCDP","ATP"
"122","dCDP","ADP"
"123","dCDP","dCTP"
"124","ADP","ATP"
"125","ADP","dCDP"
"126","ADP","dCTP"
"127","dCTP","ATP"
"128","dCTP","dCDP"
"129","dCTP","ADP"
